N/A,META,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SUMMARY,Unnamed: 7,Unnamed: 8,PLACE,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,ECONOMY,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,COMMUNITY,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71
,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,,28001000100,Adams County,Mississippi,2017,46,53,40,51,48,54,76,1.5,5.8,21,-0.4,-51.6,84,3.5,13.1,33,75,70.5,18,78.9,64.7,79,65.3,78.6,56,77,35,83,4.3,57.9,69,,,80,4.8,51.2,43,4.2,3.8,4,50,4,58,20.3,22.1,32,34,30,5,3.5,-16.4,62,,,23,84.2,71.9,11,41.7,49.8,76,24.3,35.4,10,90.2,80.5
9.0,,28001000100,Adams County,Mississippi,2018,38,39,37,50,46,53,72,1.3,4.3,20,4.4,-56.8,84,3.5,13.1,37,75.7,72.6,18,78.9,64.7,73,64.9,75.5,44,54,34,83,4.3,57.9,59,,,21,0.8,-32.3,43,4.2,3.8,2,50,2,58,20.3,22.1,20,16,23,11,5.7,-5.1,22,,,22,84.5,72.2,10,41.9,50.5,51,24.2,24.6,10,91.3,82.1
10.0,,28001000100,Adams County,Mississippi,2019,41,48,34,52,49,55,75,1.1,5.2,23,13.1,-27.6,84,3.5,13.1,53,76.2,76.9,18,80,66.6,65,64.4,71.4,44,53,34,20,13,-11.7,61,,,78,7.4,38.1,43,4.2,3.8,2,50,2,58,20.3,22.1,28,42,14,26,8.8,5,57,,,17,84.9,69.6,6,42,53,24,24.1,15,10,92.5,83.6
11.0,,28001000100,Adams County,Mississippi,2020,40,45,35,52,48,57,71,0.9,3.6,24,20.3,-19.8,84,3.5,13.1,68,76.5,80.4,18,81.1,68.3,59,63.9,67.9,46,54,37,49,6.8,5.7,65,,,48,7.7,5.2,49,3.7,3.6,1,50,1,60,20.8,22.8,22,34,10,11,11.5,0.2,57,,,17,85.4,70.6,6,42,52.8,10,24.1,8.7,9,93.5,84.2
12.0,,28001000100,Adams County,Mississippi,2021,40,41,39,44,26,63,33,-0.6,-15.3,20,19.6,-61.2,84,3.5,13.1,92,77.1,87.8,15,86.1,73.3,60,63.5,68.3,54,68,40,77,5.1,21.4,57,,,69,8,27.9,56,5.3,5.9,5,49,6,58,20.8,22.3,22,30,15,16,12.9,4.1,43,,,17,86.8,72.5,13,41.6,49.4,,26.3,,14,94.3,86.8
13.0,,28001000100,Adams County,Mississippi,2022,42,43,41,41,24,58,29,-0.7,-37,20,24.5,-61.3,84,3.5,13.1,92,76.7,87.4,12,87.8,74.1,42,63.8,59.7,53,60,46,55,-12.1,-10.3,54,,,71,16.4,43.6,62,5.3,6.6,22,49,22,55,21.1,22,33,46,20,22,13.7,7.6,71,,,28,87,79.4,19,41.6,47.7,30,26.3,18.5,5,94.2,81.6
14.0,,28001000100,Adams County,Mississippi,2023,38,28,48,43,26,60,29,-0.9,-54.3,22,42.1,-40.1,84,3.5,13.1,75,76,82.1,28,89.1,83.7,51,63.9,64.3,30,21,39,27,27.3,-1.6,17,,,19,-8.7,-65.6,40,4,3.3,22,49,22,56,20.7,21.8,41,36,46,60,15.7,31.5,12,,,46,86.9,85.9,46,41.8,42.3,71,26.6,37,23,94.3,89.6
15.0,,28001000100,Adams County,Mississippi,2024,46,43,50,43,26,60,29,-0.9,-54.3,22,42.1,-40.1,84,3.5,13.1,75,76,82.1,28,89.1,83.7,51,63.9,64.3,48,52,44,76,-5,8.3,60,,,19,-8.7,-65.6,61,3.7,4.6,22,49,22,49,1.1,1.1,48,50,46,60,15.7,31.5,41,,,46,86.9,85.9,46,41.8,42.3,71,26.6,37,23,94.3,89.6
16.0,,28001000600,Adams County,Mississippi,2017,46,41,52,56,44,68,67,1.5,13.9,22,-0.4,-13.5,75,3.5,8.7,70,75,79.6,37,78.9,74.2,89,65.3,84.2,62,62,61,58,4.3,5.6,55,,,72,4.8,42.9,87,4.2,8.5,21,50,21,74,20.3,25.5,22,16,27,11,3.5,-18.2,22,,,29,84.2,75.7,9,41.7,50.5,51,24.3,24.7,20,90.2,84.1
17.0,,28001000600,Adams County,Mississippi,2018,46,37,54,54,42,67,67,1.3,14.1,17,4.4,-17.3,75,3.5,8.7,62,75.7,78.3,37,78.9,74.2,94,64.9,87.4,54,48,61,58,4.3,5.6,63,,,22,0.8,-17.5,87,4.2,8.5,21,50,21,74,20.3,25.5,28,22,33,10,5.7,-21.9,35,,,24,84.5,73.6,12,41.9,49.6,70,24.2,32,25,91.3,86.9
